INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID1', '익명작성자1', '익명타이틀1', '익명게시판본문1', 11, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID40', '질문작성자40', '질문타이틀40', '질문게시판본문40', 4040, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID41', '질문작성자41', '질문타이틀41', '질문게시판본문41', 4141, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID42', '질문작성자42', '질문타이틀42', '질문게시판본문42', 4242, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID43', '질문작성자43', '질문타이틀43', '질문게시판본문43', 4343, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID44', '질문작성자44', '질문타이틀44', '질문게시판본문44', 4444, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID45', '질문작성자45', '질문타이틀45', '질문게시판본문45', 4545, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID46', '질문작성자46', '질문타이틀46', '질문게시판본문46', 4646, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID47', '질문작성자47', '질문타이틀47', '질문게시판본문47', 4747, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID48', '질문작성자48', '질문타이틀48', '질문게시판본문48', 4848, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID49', '질문작성자49', '질문타이틀49', '질문게시판본문49', 4949, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID50', '질문작성자50', '질문타이틀50', '질문게시판본문50', 5050, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID51', '질문작성자51', '질문타이틀51', '질문게시판본문51', 5151, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID52', '질문작성자52', '질문타이틀52', '질문게시판본문52', 5252, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID53', '질문작성자53', '질문타이틀53', '질문게시판본문53', 5353, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID54', '질문작성자54', '질문타이틀54', '질문게시판본문54', 5454, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID55', '질문작성자55', '질문타이틀55', '질문게시판본문55', 5555, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID56', '질문작성자56', '질문타이틀56', '질문게시판본문56', 5656, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID57', '질문작성자57', '질문타이틀57', '질문게시판본문57', 5757, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID58', '질문작성자58', '질문타이틀58', '질문게시판본문58', 5858, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID59', '질문작성자59', '질문타이틀59', '질문게시판본문59', 5959, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID60', '질문작성자60', '질문타이틀60', '질문게시판본문60', 6060, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID61', '질문작성자61', '질문타이틀61', '질문게시판본문61', 6161, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID62', '질문작성자62', '질문타이틀62', '질문게시판본문62', 6262, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID63', '질문작성자63', '질문타이틀63', '질문게시판본문63', 6363, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID64', '질문작성자64', '질문타이틀64', '질문게시판본문64', 6464, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID65', '질문작성자65', '질문타이틀65', '질문게시판본문65', 6565, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID66', '질문작성자66', '질문타이틀66', '질문게시판본문66', 6666, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID67', '질문작성자67', '질문타이틀67', '질문게시판본문67', 6767, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID68', '질문작성자68', '질문타이틀68', '질문게시판본문68', 6868, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID69', '질문작성자69', '질문타이틀69', '질문게시판본문69', 6969, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID70', '질문작성자70', '질문타이틀70', '질문게시판본문70', 7070, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID71', '질문작성자71', '질문타이틀71', '질문게시판본문71', 7171, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID72', '질문작성자72', '질문타이틀72', '질문게시판본문72', 7272, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID73', '질문작성자73', '질문타이틀73', '질문게시판본문73', 7373, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID74', '질문작성자74', '질문타이틀74', '질문게시판본문74', 7474, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID75', '질문작성자75', '질문타이틀75', '질문게시판본문75', 7575, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID76', '질문작성자76', '질문타이틀76', '질문게시판본문76', 7676, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID77', '질문작성자77', '질문타이틀77', '질문게시판본문77', 7777, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID78', '질문작성자78', '질문타이틀78', '질문게시판본문78', 7878, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID79', '질문작성자79', '질문타이틀79', '질문게시판본문79', 7979, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID80', '질문작성자80', '질문타이틀80', '질문게시판본문80', 8080, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID81', '질문작성자81', '질문타이틀81', '질문게시판본문81', 8181, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID82', '질문작성자82', '질문타이틀82', '질문게시판본문82', 8282, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID83', '질문작성자83', '질문타이틀83', '질문게시판본문83', 8383, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID84', '질문작성자84', '질문타이틀84', '질문게시판본문84', 8484, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID85', '질문작성자85', '질문타이틀85', '질문게시판본문85', 8585, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID86', '질문작성자86', '질문타이틀86', '질문게시판본문86', 8686, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID87', '질문작성자87', '질문타이틀87', '질문게시판본문87', 8787, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID88', '질문작성자88', '질문타이틀88', '질문게시판본문88', 8888, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID89', '질문작성자89', '질문타이틀89', '질문게시판본문89', 8989, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID90', '질문작성자90', '질문타이틀90', '질문게시판본문90', 9090, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID91', '질문작성자91', '질문타이틀91', '질문게시판본문91', 9191, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID92', '질문작성자92', '질문타이틀92', '질문게시판본문92', 9292, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID93', '질문작성자93', '질문타이틀93', '질문게시판본문93', 9393, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID94', '질문작성자94', '질문타이틀94', '질문게시판본문94', 9494, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID95', '질문작성자95', '질문타이틀95', '질문게시판본문95', 9595, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID96', '질문작성자96', '질문타이틀96', '질문게시판본문96', 9696, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID97', '질문작성자97', '질문타이틀97', '질문게시판본문97', 9797, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID98', '질문작성자98', '질문타이틀98', '질문게시판본문98', 9898, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID99', '질문작성자99', '질문타이틀99', '질문게시판본문99', 9999, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID100', '질문작성자100', '질문타이틀100', '질문게시판본문100', 100100, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID101', '질문작성자101', '질문타이틀101', '질문게시판본문101', 101101, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID102', '질문작성자102', '질문타이틀102', '질문게시판본문102', 102102, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID103', '질문작성자103', '질문타이틀103', '질문게시판본문103', 103103, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID104', '질문작성자104', '질문타이틀104', '질문게시판본문104', 104104, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID105', '질문작성자105', '질문타이틀105', '질문게시판본문105', 105105, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID106', '질문작성자106', '질문타이틀106', '질문게시판본문106', 106106, 'Q');
